"value","id","name","mean","sd"
12949481.1820267,360,"Ghana",13181349,462823.35
13524671.5458751,361,"Ghana",13181349,462823.35
14021288.3890135,362,"Ghana",13181349,462823.35
12973916.070104,363,"Ghana",13181349,462823.35
12817991.6842435,364,"Ghana",13181349,462823.35
13616114.8030196,365,"Ghana",13181349,462823.35
13409183.3832876,366,"Ghana",13181349,462823.35
12418162.563895,367,"Ghana",13181349,462823.35
13889268.2948102,368,"Ghana",13181349,462823.35
13048056.3438649,369,"Ghana",13181349,462823.35
14006313.2374915,370,"Ghana",13181349,462823.35
13262628.4671785,371,"Ghana",13181349,462823.35
13120570.7161476,372,"Ghana",13181349,462823.35
13251815.7936619,373,"Ghana",13181349,462823.35
13461652.8983522,374,"Ghana",13181349,462823.35
11687881.051761,375,"Ghana",13181349,462823.35
12615628.3962556,376,"Ghana",13181349,462823.35
13121013.5151769,377,"Ghana",13181349,462823.35
13348616.836937,378,"Ghana",13181349,462823.35
13336521.2421196,379,"Ghana",13181349,462823.35
13699905.1230129,380,"Ghana",13181349,462823.35
13751313.2298272,381,"Ghana",13181349,462823.35
13475085.521632,382,"Ghana",13181349,462823.35
13383261.49194,383,"Ghana",13181349,462823.35
13063528.2199595,384,"Ghana",13181349,462823.35
13833862.9902231,385,"Ghana",13181349,462823.35
13179663.0066031,386,"Ghana",13181349,462823.35
13320878.5038982,387,"Ghana",13181349,462823.35
13415438.6260137,388,"Ghana",13181349,462823.35
13156069.8813281,389,"Ghana",13181349,462823.35
12822016.2843794,390,"Ghana",13181349,462823.35
13695242.6125017,391,"Ghana",13181349,462823.35
13030216.8401161,392,"Ghana",13181349,462823.35
12475771.846994,393,"Ghana",13181349,462823.35
13467931.7035547,394,"Ghana",13181349,462823.35
13571651.1462912,395,"Ghana",13181349,462823.35
13023955.4084841,396,"Ghana",13181349,462823.35
13349393.687539,397,"Ghana",13181349,462823.35
13480241.063422,398,"Ghana",13181349,462823.35
13753718.0884822,399,"Ghana",13181349,462823.35
12757020.8530197,400,"Ghana",13181349,462823.35
12957094.4353848,401,"Ghana",13181349,462823.35
13017873.4246314,402,"Ghana",13181349,462823.35
13363521.459458,403,"Ghana",13181349,462823.35
12743838.5883313,404,"Ghana",13181349,462823.35
13456188.6059264,405,"Ghana",13181349,462823.35
14162565.9427215,406,"Ghana",13181349,462823.35
12943935.2192974,407,"Ghana",13181349,462823.35
12845038.4160457,408,"Ghana",13181349,462823.35
12749713.0236497,409,"Ghana",13181349,462823.35
12776785.0591555,410,"Ghana",13181349,462823.35
12702036.1149755,411,"Ghana",13181349,462823.35
13391930.3892647,412,"Ghana",13181349,462823.35
13108821.201219,413,"Ghana",13181349,462823.35
13205212.3301196,414,"Ghana",13181349,462823.35
13019683.0299173,415,"Ghana",13181349,462823.35
13153064.3776713,416,"Ghana",13181349,462823.35
12935966.4514946,417,"Ghana",13181349,462823.35
13029436.2441049,418,"Ghana",13181349,462823.35
13521450.9439802,419,"Ghana",13181349,462823.35
12873595.7539139,420,"Ghana",13181349,462823.35
13027520.5463122,421,"Ghana",13181349,462823.35
13007635.1185963,422,"Ghana",13181349,462823.35
13351889.9322482,423,"Ghana",13181349,462823.35
13217877.3042079,424,"Ghana",13181349,462823.35
12597571.5411474,425,"Ghana",13181349,462823.35
12996000.3958362,426,"Ghana",13181349,462823.35
13338578.9962484,427,"Ghana",13181349,462823.35
13397908.8915027,428,"Ghana",13181349,462823.35
13733404.3248587,429,"Ghana",13181349,462823.35
12741300.3396731,430,"Ghana",13181349,462823.35
12858380.7399539,431,"Ghana",13181349,462823.35
12623575.4647569,432,"Ghana",13181349,462823.35
13120750.9178197,433,"Ghana",13181349,462823.35
12236394.1275905,434,"Ghana",13181349,462823.35
12398779.6494641,435,"Ghana",13181349,462823.35
13056230.3054163,436,"Ghana",13181349,462823.35
13032775.0063042,437,"Ghana",13181349,462823.35
13313339.4711801,438,"Ghana",13181349,462823.35
13811580.4958888,439,"Ghana",13181349,462823.35
12955914.1300297,440,"Ghana",13181349,462823.35
13143624.3156603,441,"Ghana",13181349,462823.35
13705936.044104,442,"Ghana",13181349,462823.35
12475606.0510178,443,"Ghana",13181349,462823.35
13339004.3627004,444,"Ghana",13181349,462823.35
13170826.8591994,445,"Ghana",13181349,462823.35
13391056.8065776,446,"Ghana",13181349,462823.35
12852725.009649,447,"Ghana",13181349,462823.35
13330933.2105314,448,"Ghana",13181349,462823.35
13720154.6130898,449,"Ghana",13181349,462823.35
13611215.5566271,450,"Ghana",13181349,462823.35
13745340.3833185,451,"Ghana",13181349,462823.35
14346369.5838594,452,"Ghana",13181349,462823.35
13210194.2891603,453,"Ghana",13181349,462823.35
13518614.1725433,454,"Ghana",13181349,462823.35
13043967.4180841,455,"Ghana",13181349,462823.35
12457766.3976587,456,"Ghana",13181349,462823.35
13030000.5922286,457,"Ghana",13181349,462823.35
12797932.641525,458,"Ghana",13181349,462823.35
13458155.8727819,459,"Ghana",13181349,462823.35
12619681.1647974,460,"Ghana",13181349,462823.35
12850306.0433102,461,"Ghana",13181349,462823.35
12788043.6948941,462,"Ghana",13181349,462823.35
13718737.4037001,463,"Ghana",13181349,462823.35
13056622.076265,464,"Ghana",13181349,462823.35
13157699.6407828,465,"Ghana",13181349,462823.35
13721803.8628107,466,"Ghana",13181349,462823.35
13258699.3836936,467,"Ghana",13181349,462823.35
13055215.4362661,468,"Ghana",13181349,462823.35
12951508.6000908,469,"Ghana",13181349,462823.35
13020088.725143,470,"Ghana",13181349,462823.35
12700022.3806296,471,"Ghana",13181349,462823.35
13191163.1771771,472,"Ghana",13181349,462823.35
13415593.0037637,473,"Ghana",13181349,462823.35
12903398.1587328,474,"Ghana",13181349,462823.35
13724167.0896784,475,"Ghana",13181349,462823.35
12887964.6752617,476,"Ghana",13181349,462823.35
13819455.6025775,477,"Ghana",13181349,462823.35
12962860.0812107,478,"Ghana",13181349,462823.35
14137302.6678376,479,"Ghana",13181349,462823.35
12657374.5804662,480,"Ghana",13181349,462823.35
13909858.1606805,481,"Ghana",13181349,462823.35
13107382.0752319,482,"Ghana",13181349,462823.35
12698484.2215502,483,"Ghana",13181349,462823.35
13470759.586807,484,"Ghana",13181349,462823.35
13197562.5249375,485,"Ghana",13181349,462823.35
12610791.284407,486,"Ghana",13181349,462823.35
12879467.0121611,487,"Ghana",13181349,462823.35
13295644.5036056,488,"Ghana",13181349,462823.35
13928465.5215548,489,"Ghana",13181349,462823.35
12844812.4298813,490,"Ghana",13181349,462823.35
12489827.346725,491,"Ghana",13181349,462823.35
13028436.1355314,492,"Ghana",13181349,462823.35
13110565.3143459,493,"Ghana",13181349,462823.35
13744255.1596213,494,"Ghana",13181349,462823.35
12907118.0218229,495,"Ghana",13181349,462823.35
13552432.7533005,496,"Ghana",13181349,462823.35
12644128.1409831,497,"Ghana",13181349,462823.35
12944290.1155614,498,"Ghana",13181349,462823.35
13176447.8552832,499,"Ghana",13181349,462823.35
12966433.217158,500,"Ghana",13181349,462823.35
13674074.1312406,501,"Ghana",13181349,462823.35
13176929.1005273,502,"Ghana",13181349,462823.35
13701409.1846324,503,"Ghana",13181349,462823.35
14038303.1721648,504,"Ghana",13181349,462823.35
13514313.8758259,505,"Ghana",13181349,462823.35
13463457.4161928,506,"Ghana",13181349,462823.35
13416445.6097695,507,"Ghana",13181349,462823.35
12906991.0155965,508,"Ghana",13181349,462823.35
13122832.1587888,509,"Ghana",13181349,462823.35
12993576.4986858,510,"Ghana",13181349,462823.35
12724287.7602312,511,"Ghana",13181349,462823.35
11980241.1382062,512,"Ghana",13181349,462823.35
14225349.8055332,513,"Ghana",13181349,462823.35
12869552.4248054,514,"Ghana",13181349,462823.35
13031676.4732234,515,"Ghana",13181349,462823.35
13202522.5960984,516,"Ghana",13181349,462823.35
13431675.6351116,517,"Ghana",13181349,462823.35
12505555.8183297,518,"Ghana",13181349,462823.35
13334855.824287,519,"Ghana",13181349,462823.35
14218142.0135409,520,"Ghana",13181349,462823.35
13134141.7663156,521,"Ghana",13181349,462823.35
13088907.3568259,522,"Ghana",13181349,462823.35
12379269.290837,523,"Ghana",13181349,462823.35
13463639.9750521,524,"Ghana",13181349,462823.35
13172821.5147388,525,"Ghana",13181349,462823.35
13369820.7325182,526,"Ghana",13181349,462823.35
13050003.8564431,527,"Ghana",13181349,462823.35
12683602.7911454,528,"Ghana",13181349,462823.35
13273350.6740519,529,"Ghana",13181349,462823.35
12224160.9368887,530,"Ghana",13181349,462823.35
13944000.054705,531,"Ghana",13181349,462823.35
13091338.9014082,532,"Ghana",13181349,462823.35
13425453.2271969,533,"Ghana",13181349,462823.35
13136116.963351,534,"Ghana",13181349,462823.35
13095066.3154753,535,"Ghana",13181349,462823.35
13722207.9511568,536,"Ghana",13181349,462823.35
13602483.6901838,537,"Ghana",13181349,462823.35
13402575.2399131,538,"Ghana",13181349,462823.35
12669535.4676056,539,"Ghana",13181349,462823.35
13926018.6073375,540,"Ghana",13181349,462823.35
12814889.6275807,541,"Ghana",13181349,462823.35
12833798.3079453,542,"Ghana",13181349,462823.35
13254689.8721352,543,"Ghana",13181349,462823.35
14134061.5403511,544,"Ghana",13181349,462823.35
13222663.4880294,545,"Ghana",13181349,462823.35
13655530.278498,546,"Ghana",13181349,462823.35
13003469.6639476,547,"Ghana",13181349,462823.35
12901506.3169392,548,"Ghana",13181349,462823.35
13235216.1391524,549,"Ghana",13181349,462823.35
13281592.2195902,550,"Ghana",13181349,462823.35
13858840.3784043,551,"Ghana",13181349,462823.35
13660302.0669306,552,"Ghana",13181349,462823.35
12177300.906202,553,"Ghana",13181349,462823.35
13243657.4960394,554,"Ghana",13181349,462823.35
13206830.0431918,555,"Ghana",13181349,462823.35
13151528.5699872,556,"Ghana",13181349,462823.35
13289514.8758234,557,"Ghana",13181349,462823.35
13408808.0676369,558,"Ghana",13181349,462823.35
13681224.7289833,559,"Ghana",13181349,462823.35
13085494.6265571,560,"Ghana",13181349,462823.35
13921356.3985289,561,"Ghana",13181349,462823.35
12745221.4383363,562,"Ghana",13181349,462823.35
13192789.3507864,563,"Ghana",13181349,462823.35
12430067.9823698,564,"Ghana",13181349,462823.35
13456886.4150826,565,"Ghana",13181349,462823.35
13123383.8049515,566,"Ghana",13181349,462823.35
13060430.9232552,567,"Ghana",13181349,462823.35
13820120.2699867,568,"Ghana",13181349,462823.35
13558601.5235208,569,"Ghana",13181349,462823.35
12648818.1438974,570,"Ghana",13181349,462823.35
13760316.7183603,571,"Ghana",13181349,462823.35
13308271.0512754,572,"Ghana",13181349,462823.35
12876296.7172017,573,"Ghana",13181349,462823.35
14050197.2873295,574,"Ghana",13181349,462823.35
13075466.361087,575,"Ghana",13181349,462823.35
12952706.4275801,576,"Ghana",13181349,462823.35
12782478.7134072,577,"Ghana",13181349,462823.35
13344289.2814516,578,"Ghana",13181349,462823.35
13011982.1078019,579,"Ghana",13181349,462823.35
13528440.968296,580,"Ghana",13181349,462823.35
13971114.3290176,581,"Ghana",13181349,462823.35
13845016.9534952,582,"Ghana",13181349,462823.35
13677710.0906333,583,"Ghana",13181349,462823.35
13058040.3016139,584,"Ghana",13181349,462823.35
13274950.5320401,585,"Ghana",13181349,462823.35
13113793.6675128,586,"Ghana",13181349,462823.35
12799645.1021314,587,"Ghana",13181349,462823.35
12855581.6856867,588,"Ghana",13181349,462823.35
12670759.8419277,589,"Ghana",13181349,462823.35
12864105.5068721,590,"Ghana",13181349,462823.35
13256830.6382573,591,"Ghana",13181349,462823.35
12995707.1341072,592,"Ghana",13181349,462823.35
13702202.0569158,593,"Ghana",13181349,462823.35
12501083.1367181,594,"Ghana",13181349,462823.35
13599364.3395047,595,"Ghana",13181349,462823.35
14312994.5465206,596,"Ghana",13181349,462823.35
13397072.9064985,597,"Ghana",13181349,462823.35
12373877.9080337,598,"Ghana",13181349,462823.35
13496864.3453498,599,"Ghana",13181349,462823.35
13038773.9638483,600,"Ghana",13181349,462823.35
13304018.7195781,601,"Ghana",13181349,462823.35
13805691.8078603,602,"Ghana",13181349,462823.35
12376945.5815225,603,"Ghana",13181349,462823.35
13657814.4475045,604,"Ghana",13181349,462823.35
12677719.7252255,605,"Ghana",13181349,462823.35
13181883.1023876,606,"Ghana",13181349,462823.35
13934976.1839537,607,"Ghana",13181349,462823.35
13177235.7666927,608,"Ghana",13181349,462823.35
12867733.5781471,609,"Ghana",13181349,462823.35
14124937.8621261,610,"Ghana",13181349,462823.35
12176330.5154167,611,"Ghana",13181349,462823.35
12518727.8908171,612,"Ghana",13181349,462823.35
12937891.7326907,613,"Ghana",13181349,462823.35
13422826.704063,614,"Ghana",13181349,462823.35
12756569.240952,615,"Ghana",13181349,462823.35
12536346.7428715,616,"Ghana",13181349,462823.35
12584286.1239434,617,"Ghana",13181349,462823.35
12896117.5702711,618,"Ghana",13181349,462823.35
13491158.7483148,619,"Ghana",13181349,462823.35
13711495.2583399,620,"Ghana",13181349,462823.35
13031738.1665637,621,"Ghana",13181349,462823.35
12933969.8900931,622,"Ghana",13181349,462823.35
12889198.8819519,623,"Ghana",13181349,462823.35
13379927.7692232,624,"Ghana",13181349,462823.35
12200612.1403503,625,"Ghana",13181349,462823.35
14063233.9050657,626,"Ghana",13181349,462823.35
13309784.2649801,627,"Ghana",13181349,462823.35
13445334.498961,628,"Ghana",13181349,462823.35
12703551.5462166,629,"Ghana",13181349,462823.35
13157950.9248621,630,"Ghana",13181349,462823.35
12746317.1273774,631,"Ghana",13181349,462823.35
13719542.3019124,632,"Ghana",13181349,462823.35
13712187.4938785,633,"Ghana",13181349,462823.35
13490834.3755287,634,"Ghana",13181349,462823.35
12765649.1564963,635,"Ghana",13181349,462823.35
13431147.1434582,636,"Ghana",13181349,462823.35
13157343.8263025,637,"Ghana",13181349,462823.35
13899874.386887,638,"Ghana",13181349,462823.35
13179921.7409138,639,"Ghana",13181349,462823.35
12896879.7102072,640,"Ghana",13181349,462823.35
13645700.4868628,641,"Ghana",13181349,462823.35
13070336.3414503,642,"Ghana",13181349,462823.35
13556143.6366487,643,"Ghana",13181349,462823.35
12906463.3235132,644,"Ghana",13181349,462823.35
13550415.1385205,645,"Ghana",13181349,462823.35
12679733.2516385,646,"Ghana",13181349,462823.35
12432737.1015194,647,"Ghana",13181349,462823.35
13404437.4527443,648,"Ghana",13181349,462823.35
12406713.5543025,649,"Ghana",13181349,462823.35
13020071.7257903,650,"Ghana",13181349,462823.35
13179082.0046889,651,"Ghana",13181349,462823.35
13173458.5418863,652,"Ghana",13181349,462823.35
13864750.3556927,653,"Ghana",13181349,462823.35
12839114.2201864,654,"Ghana",13181349,462823.35
13623548.7598553,655,"Ghana",13181349,462823.35
12452500.5902517,656,"Ghana",13181349,462823.35
13034190.1322516,657,"Ghana",13181349,462823.35
13654604.1693446,658,"Ghana",13181349,462823.35
12976421.0778849,659,"Ghana",13181349,462823.35
13143830.8418173,660,"Ghana",13181349,462823.35
12804814.5115309,661,"Ghana",13181349,462823.35
13648422.4320954,662,"Ghana",13181349,462823.35
12477999.4632449,663,"Ghana",13181349,462823.35
12608734.7703831,664,"Ghana",13181349,462823.35
12882208.3733533,665,"Ghana",13181349,462823.35
12331130.7504945,666,"Ghana",13181349,462823.35
12870407.6549662,667,"Ghana",13181349,462823.35
12989751.7624615,668,"Ghana",13181349,462823.35
13353918.0364039,669,"Ghana",13181349,462823.35
13446438.2683039,670,"Ghana",13181349,462823.35
13421386.9407127,671,"Ghana",13181349,462823.35
13611791.4529669,672,"Ghana",13181349,462823.35
13198943.4405643,673,"Ghana",13181349,462823.35
13148749.7854943,674,"Ghana",13181349,462823.35
12845645.1667889,675,"Ghana",13181349,462823.35
13110886.7591571,676,"Ghana",13181349,462823.35
13226286.3026229,677,"Ghana",13181349,462823.35
13065956.2401259,678,"Ghana",13181349,462823.35
13461684.4007528,679,"Ghana",13181349,462823.35
13247230.4646678,680,"Ghana",13181349,462823.35
12541434.220357,681,"Ghana",13181349,462823.35
13019528.3028576,682,"Ghana",13181349,462823.35
12577110.7166642,683,"Ghana",13181349,462823.35
12807910.2364577,684,"Ghana",13181349,462823.35
13527030.88373,685,"Ghana",13181349,462823.35
12817073.7619264,686,"Ghana",13181349,462823.35
13052688.2244324,687,"Ghana",13181349,462823.35
12921781.594536,688,"Ghana",13181349,462823.35
13436648.4675875,689,"Ghana",13181349,462823.35
12850846.6595781,690,"Ghana",13181349,462823.35
13644440.8333803,691,"Ghana",13181349,462823.35
14050395.9408023,692,"Ghana",13181349,462823.35
12655728.7350663,693,"Ghana",13181349,462823.35
13221548.7831616,694,"Ghana",13181349,462823.35
14012419.360936,695,"Ghana",13181349,462823.35
13381887.9377758,696,"Ghana",13181349,462823.35
13320860.0672373,697,"Ghana",13181349,462823.35
13228629.2568921,698,"Ghana",13181349,462823.35
13709004.7595592,699,"Ghana",13181349,462823.35
12972586.3467245,700,"Ghana",13181349,462823.35
13605148.6052733,701,"Ghana",13181349,462823.35
12559874.7491729,702,"Ghana",13181349,462823.35
13519753.7365717,703,"Ghana",13181349,462823.35
13768578.8459154,704,"Ghana",13181349,462823.35
12889600.4877105,705,"Ghana",13181349,462823.35
12492601.5476335,706,"Ghana",13181349,462823.35
12995245.175743,707,"Ghana",13181349,462823.35
13351397.4592938,708,"Ghana",13181349,462823.35
13149050.6746357,709,"Ghana",13181349,462823.35
13065046.418137,710,"Ghana",13181349,462823.35
12929240.5015366,711,"Ghana",13181349,462823.35
13119867.9037015,712,"Ghana",13181349,462823.35
12310474.5597148,713,"Ghana",13181349,462823.35
12702655.6896245,714,"Ghana",13181349,462823.35
13371056.178324,715,"Ghana",13181349,462823.35
13156903.9013395,716,"Ghana",13181349,462823.35
13228908.7483109,717,"Ghana",13181349,462823.35
13371235.4513401,718,"Ghana",13181349,462823.35
13441782.1024223,719,"Ghana",13181349,462823.35
12944078.8675475,720,"Ghana",13181349,462823.35
13600167.995227,721,"Ghana",13181349,462823.35
12322144.6422483,722,"Ghana",13181349,462823.35
13056097.1176255,723,"Ghana",13181349,462823.35
13712791.1190786,724,"Ghana",13181349,462823.35
13031783.8769673,725,"Ghana",13181349,462823.35
13681804.4958187,726,"Ghana",13181349,462823.35
13091141.7907517,727,"Ghana",13181349,462823.35
13358147.2170948,728,"Ghana",13181349,462823.35
13739674.7366363,729,"Ghana",13181349,462823.35
12600390.4339726,730,"Ghana",13181349,462823.35
13598651.8868984,731,"Ghana",13181349,462823.35
13002467.5334535,732,"Ghana",13181349,462823.35
12754427.704161,733,"Ghana",13181349,462823.35
12207644.6856638,734,"Ghana",13181349,462823.35
12855043.8245637,735,"Ghana",13181349,462823.35
12672610.2081548,736,"Ghana",13181349,462823.35
12813880.4236873,737,"Ghana",13181349,462823.35
12882677.1124812,738,"Ghana",13181349,462823.35
13423203.1681819,739,"Ghana",13181349,462823.35
13288524.7554746,740,"Ghana",13181349,462823.35
12970801.602092,741,"Ghana",13181349,462823.35
12497415.9545345,742,"Ghana",13181349,462823.35
13303912.9982326,743,"Ghana",13181349,462823.35
13649897.935216,744,"Ghana",13181349,462823.35
13257135.8213088,745,"Ghana",13181349,462823.35
13575408.4789005,746,"Ghana",13181349,462823.35
13185025.9331242,747,"Ghana",13181349,462823.35
12581187.3622658,748,"Ghana",13181349,462823.35
13081199.0144091,749,"Ghana",13181349,462823.35
13110516.4329002,750,"Ghana",13181349,462823.35
13503748.6866247,751,"Ghana",13181349,462823.35
12823636.6541336,752,"Ghana",13181349,462823.35
12726963.7881706,753,"Ghana",13181349,462823.35
12876000.0859843,754,"Ghana",13181349,462823.35
12988784.5856113,755,"Ghana",13181349,462823.35
13121660.6710429,756,"Ghana",13181349,462823.35
12983049.8226204,757,"Ghana",13181349,462823.35
13854225.1266567,758,"Ghana",13181349,462823.35
13100054.8619686,759,"Ghana",13181349,462823.35
13797090.3406883,760,"Ghana",13181349,462823.35
13076027.9057689,761,"Ghana",13181349,462823.35
13471790.9712682,762,"Ghana",13181349,462823.35
13316774.8694421,763,"Ghana",13181349,462823.35
13071206.8841064,764,"Ghana",13181349,462823.35
13268225.8029462,765,"Ghana",13181349,462823.35
13568887.234058,766,"Ghana",13181349,462823.35
12597140.2299882,767,"Ghana",13181349,462823.35
14007134.5532051,768,"Ghana",13181349,462823.35
13070043.2002713,769,"Ghana",13181349,462823.35
12957397.442069,770,"Ghana",13181349,462823.35
12957241.5217732,771,"Ghana",13181349,462823.35
13186453.8324983,772,"Ghana",13181349,462823.35
13512657.272389,773,"Ghana",13181349,462823.35
13543709.7398029,774,"Ghana",13181349,462823.35
13611076.0744999,775,"Ghana",13181349,462823.35
13987691.3954629,776,"Ghana",13181349,462823.35
13341522.7375246,777,"Ghana",13181349,462823.35
13234954.3502665,778,"Ghana",13181349,462823.35
13064250.2869184,779,"Ghana",13181349,462823.35
13171084.08972,780,"Ghana",13181349,462823.35
13159046.4166318,781,"Ghana",13181349,462823.35
12349283.7466001,782,"Ghana",13181349,462823.35
12659048.2002939,783,"Ghana",13181349,462823.35
12901535.7148333,784,"Ghana",13181349,462823.35
13470826.0565263,785,"Ghana",13181349,462823.35
13138860.7837943,786,"Ghana",13181349,462823.35
13523151.403086,787,"Ghana",13181349,462823.35
13801541.3849714,788,"Ghana",13181349,462823.35
12712863.5789305,789,"Ghana",13181349,462823.35
12783019.0921481,790,"Ghana",13181349,462823.35
13164243.0573276,791,"Ghana",13181349,462823.35
12945387.7432588,792,"Ghana",13181349,462823.35
12670082.6941605,793,"Ghana",13181349,462823.35
13085498.2905128,794,"Ghana",13181349,462823.35
12537527.5779134,795,"Ghana",13181349,462823.35
13343658.7304408,796,"Ghana",13181349,462823.35
13523496.4557841,797,"Ghana",13181349,462823.35
13803545.2765303,798,"Ghana",13181349,462823.35
12457582.6205173,799,"Ghana",13181349,462823.35
13962270.6005122,800,"Ghana",13181349,462823.35
13054571.4078961,801,"Ghana",13181349,462823.35
13300116.6650745,802,"Ghana",13181349,462823.35
12930255.7357379,803,"Ghana",13181349,462823.35
12957415.9852875,804,"Ghana",13181349,462823.35
12296773.7071397,805,"Ghana",13181349,462823.35
12919893.4283709,806,"Ghana",13181349,462823.35
13318427.7324759,807,"Ghana",13181349,462823.35
12785367.7854446,808,"Ghana",13181349,462823.35
12940038.2002437,809,"Ghana",13181349,462823.35
12663854.0825735,810,"Ghana",13181349,462823.35
12827105.9692687,811,"Ghana",13181349,462823.35
12592674.1102469,812,"Ghana",13181349,462823.35
13214593.9725441,813,"Ghana",13181349,462823.35
13171632.2457404,814,"Ghana",13181349,462823.35
13578239.1969719,815,"Ghana",13181349,462823.35
12709557.6007343,816,"Ghana",13181349,462823.35
12609609.3981155,817,"Ghana",13181349,462823.35
13279185.3304513,818,"Ghana",13181349,462823.35
12835165.7112835,819,"Ghana",13181349,462823.35
13288168.41027,820,"Ghana",13181349,462823.35
13370255.7325988,821,"Ghana",13181349,462823.35
12531417.9661776,822,"Ghana",13181349,462823.35
12912251.0972877,823,"Ghana",13181349,462823.35
13644167.3460762,824,"Ghana",13181349,462823.35
12782389.1028524,825,"Ghana",13181349,462823.35
13272970.7287139,826,"Ghana",13181349,462823.35
12458405.9930542,827,"Ghana",13181349,462823.35
13167015.5044616,828,"Ghana",13181349,462823.35
12462051.4845428,829,"Ghana",13181349,462823.35
13198507.1170791,830,"Ghana",13181349,462823.35
13997432.8623651,831,"Ghana",13181349,462823.35
12990397.3366668,832,"Ghana",13181349,462823.35
13151607.7102014,833,"Ghana",13181349,462823.35
12687556.8705987,834,"Ghana",13181349,462823.35
12150380.8084074,835,"Ghana",13181349,462823.35
13024448.8789816,836,"Ghana",13181349,462823.35
13801903.9735843,837,"Ghana",13181349,462823.35
13553234.9328197,838,"Ghana",13181349,462823.35
13239309.9338845,839,"Ghana",13181349,462823.35
14267322.9997317,840,"Ghana",13181349,462823.35
13798265.9018715,841,"Ghana",13181349,462823.35
13310455.6256739,842,"Ghana",13181349,462823.35
13720634.9434621,843,"Ghana",13181349,462823.35
13956465.4333096,844,"Ghana",13181349,462823.35
12265584.9907024,845,"Ghana",13181349,462823.35
13124306.9095581,846,"Ghana",13181349,462823.35
13054032.8008526,847,"Ghana",13181349,462823.35
13599890.6479502,848,"Ghana",13181349,462823.35
12786522.546773,849,"Ghana",13181349,462823.35
14027145.7818461,850,"Ghana",13181349,462823.35
13295858.9758079,851,"Ghana",13181349,462823.35
13599935.7114001,852,"Ghana",13181349,462823.35
12975962.2228407,853,"Ghana",13181349,462823.35
13688557.9458927,854,"Ghana",13181349,462823.35
12385375.8765641,855,"Ghana",13181349,462823.35
13479053.8719811,856,"Ghana",13181349,462823.35
13487296.8468838,857,"Ghana",13181349,462823.35
12965070.2278332,858,"Ghana",13181349,462823.35
12952149.4730402,859,"Ghana",13181349,462823.35
12205805.9409035,860,"Ghana",13181349,462823.35
13693860.1573971,861,"Ghana",13181349,462823.35
13264076.0139868,862,"Ghana",13181349,462823.35
13250722.6982824,863,"Ghana",13181349,462823.35
13738691.8858583,864,"Ghana",13181349,462823.35
13242590.7917913,865,"Ghana",13181349,462823.35
13410437.4743635,866,"Ghana",13181349,462823.35
13712840.3544077,867,"Ghana",13181349,462823.35
13334507.3109424,868,"Ghana",13181349,462823.35
13549998.4243128,869,"Ghana",13181349,462823.35
14403818.0806233,870,"Ghana",13181349,462823.35
12771180.9231149,871,"Ghana",13181349,462823.35
12904456.2360333,872,"Ghana",13181349,462823.35
13705273.0525503,873,"Ghana",13181349,462823.35
13055965.3521838,874,"Ghana",13181349,462823.35
13005057.8891581,875,"Ghana",13181349,462823.35
12773693.1804696,876,"Ghana",13181349,462823.35
12260977.1727468,877,"Ghana",13181349,462823.35
13039876.8264108,878,"Ghana",13181349,462823.35
13102448.5645352,879,"Ghana",13181349,462823.35
12790021.2807511,880,"Ghana",13181349,462823.35
13420381.0247524,881,"Ghana",13181349,462823.35
12305648.2845736,882,"Ghana",13181349,462823.35
12621156.7114858,883,"Ghana",13181349,462823.35
13618166.1109234,884,"Ghana",13181349,462823.35
13311477.9458914,885,"Ghana",13181349,462823.35
13498186.7425007,886,"Ghana",13181349,462823.35
12363189.2526885,887,"Ghana",13181349,462823.35
13706154.2333047,888,"Ghana",13181349,462823.35
12463524.8529201,889,"Ghana",13181349,462823.35
13003450.8481396,890,"Ghana",13181349,462823.35
13672393.849415,891,"Ghana",13181349,462823.35
13257260.3027984,892,"Ghana",13181349,462823.35
13637868.1782,893,"Ghana",13181349,462823.35
12917546.9963592,894,"Ghana",13181349,462823.35
13828104.1794915,895,"Ghana",13181349,462823.35
13198390.406302,896,"Ghana",13181349,462823.35
13240922.015799,897,"Ghana",13181349,462823.35
13415346.4829654,898,"Ghana",13181349,462823.35
13331839.0039201,899,"Ghana",13181349,462823.35
12980009.4448508,900,"Ghana",13181349,462823.35
13103524.9339609,901,"Ghana",13181349,462823.35
12838899.4167089,902,"Ghana",13181349,462823.35
13768990.2705128,903,"Ghana",13181349,462823.35
12661388.5952457,904,"Ghana",13181349,462823.35
12706113.0536888,905,"Ghana",13181349,462823.35
13643622.127262,906,"Ghana",13181349,462823.35
12714628.1840477,907,"Ghana",13181349,462823.35
13074859.9696701,908,"Ghana",13181349,462823.35
13251117.3036702,909,"Ghana",13181349,462823.35
12825289.3528177,910,"Ghana",13181349,462823.35
12999080.9765836,911,"Ghana",13181349,462823.35
13264216.7211688,912,"Ghana",13181349,462823.35
13351923.7583094,913,"Ghana",13181349,462823.35
13096904.8737094,914,"Ghana",13181349,462823.35
13904141.7630155,915,"Ghana",13181349,462823.35
13502070.7444391,916,"Ghana",13181349,462823.35
13260920.9688455,917,"Ghana",13181349,462823.35
13016228.8483147,918,"Ghana",13181349,462823.35
13431688.9558916,919,"Ghana",13181349,462823.35
13137851.3062183,920,"Ghana",13181349,462823.35
